ID	IsHide	LastName	FristName	Desc	Sex	Age	BodyType	Hair	Beard	ClothesStuff	BodyColor	BackStory1	BackStory2	BackStory3	Feature1	Feature2	Feature3	Experience1	Experience2	Experience3	Experience4	Relation1	Relation2	Relation3	Seed	Eyebrows	REye	LEye	Nose	Mouth	Ear	Yinji	Bahen	Shipin	IsCreat
ID	"是否隐藏 1 不参与随机但参与创建
 2 不参与随机也不参与创建"	姓	名	轮回者来源	性别(1男2女)	年龄	身体类型(1正常2壮3胖)	头发ID	胡须ID	衣服主材料	肤色(正常0白1黑2黄3)	背景故事1	背景故事2	背景故事3	附加特性1	附加特性2	附加特性3	经历1	经历2	经历3	经历4	关系1(ID|NAME)	关系2(ID|NAME)	关系3(ID|NAME)		眉毛ID	右眼ID	左眼ID	鼻子ID	嘴巴ID	耳朵ID	印记ID	疤痕ID	饰品ID	创建方式
680602011	1	凌	德允	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602012	1	凌	杰梁	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602013	1	凌	烁材	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602014	1	凌	日驰	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602015	1	凌	权权	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602016	1	凌	乘钊	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602017	1	凌	芃加	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602018	1	凌	加畅	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602019	1	凌	乘逸	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602020	1	凌	勇晨	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602021	1	凌	斌礼	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602022	1	凌	加梓	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602023	1	凌	佑恒	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602024	1	凌	涛帆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602025	1	凌	吉哲	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602026	1	凌	裕加	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602027	1	凌	寅华	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602028	1	凌	星炳	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602029	1	凌	家畅	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602030	1	凌	成俊	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602031	1	凌	日材	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602032	1	凌	延佳	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602033	1	凌	良喆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602034	1	凌	帆锦	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602035	1	凌	海成	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602036	1	凌	盛铭	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602037	1	凌	坤泽	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602038	1	凌	凯韦	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602039	1	凌	邦安	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602040	1	凌	琛振	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602041	1	凌	禧炳	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602042	1	凌	坤允	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602043	1	凌	楷帆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602044	1	凌	柏奇	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602045	1	凌	瑞锦	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602046	1	凌	澄喆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602047	1	凌	延振	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602048	1	凌	然鸿	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602049	1	凌	震帆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602050	1	凌	辞伟	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602051	1	凌	帆涛	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602052	1	凌	龙邦	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602053	1	凌	坤震	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602054	1	凌	翱震	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602055	1	凌	成翰	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602056	1	凌	俊骞	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602057	1	凌	凯佳	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602058	1	凌	帆寅	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602059	1	凌	晖博	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602060	1	凌	谷祜	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602061	1	凌	骞远	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602062	1	凌	锋谷	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602063	1	凌	濡乘	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602064	1	凌	楷骏	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602065	1	凌	佑远	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602066	1	凌	梓中	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602067	1	凌	铭哲	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602068	1	凌	良振	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602069	1	凌	杞桓	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602070	1	凌	海喆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602071	1	凌	升礼	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602072	1	凌	帝峰	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602073	1	凌	俊祯	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602074	1	凌	远华	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602075	1	凌	福宇	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602076	1	凌	暄帆	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602077	1	凌	安禧	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602078	1	凌	晖鑫	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602079	1	凌	奇震	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602080	1	凌	枫子	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602081	1	凌	鹤泽	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602082	1	凌	鹏康	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602083	1	凌	乘卓	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602084	1	凌	盛鹤	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602085	1	凌	楷桓	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602086	1	凌	裕阳	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602087	1	凌	远鸿	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602088	1	凌	阳华	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602089	1	凌	弘乘	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602090	1	凌	欣允	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602091	1	凌	华仕	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602092	1	凌	平子	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602093	1	凌	鑫礼	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602094	1	凌	日福	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602095	1	凌	晨楷	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602096	1	凌	凯柔	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602097	1	凌	然谛	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602098	1	凌	康斌	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602099	1	凌	翱运	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602100	1	凌	晓鑫	天剑山庄弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602002	680602108	680602238												2	2	2	1	2	1	0	0	0
680602101	1	凌	林婧	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602102	1	凌	桂昭	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602103	1	凌	花柔	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602104	1	凌	春惠	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602105	1	凌	璐薇	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602106	1	凌	丽桃	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602107	1	凌	鹤琬	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602108	1	凌	格芙	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602109	1	凌	优桂	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602110	1	凌	俊妮	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602111	1	凌	芸璐	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602112	1	凌	娜橘	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602113	1	凌	凌妮	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602114	1	凌	娜昕	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602115	1	凌	茹曦	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602116	1	凌	旭菡	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602117	1	凌	蕾欢	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602118	1	凌	钰云	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602119	1	凌	俊娜	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602120	1	凌	楠凌	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602121	1	凌	涵颖	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602122	1	凌	茜琛	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602123	1	凌	优薇	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602124	1	凌	丽珍	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602125	1	凌	璇莉	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602126	1	凌	露珍	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602127	1	凌	妍彤	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602128	1	凌	旭淑	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602129	1	凌	岚霞	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602130	1	凌	美雯	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602131	1	凌	钰弦	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602132	1	凌	帛璐	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602133	1	凌	雅梦	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602134	1	凌	雨欣	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602135	1	凌	璇雨	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602136	1	凌	玲莲	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602137	1	凌	彩雅	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602138	1	凌	丽栀	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602139	1	凌	雅紫	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602140	1	凌	雅初	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602141	1	凌	露韵	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602142	1	凌	芝芝	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602143	1	凌	初慧	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602144	1	凌	蔚妍	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602145	1	凌	菲梦	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602146	1	凌	菲娅	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602147	1	凌	柔怡	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602148	1	凌	静可	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602149	1	凌	茜岚	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602150	1	凌	雨媛	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602151	1	凌	淑芝	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602152	1	凌	心格	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602153	1	凌	彤寒	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602154	1	凌	香克	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602155	1	凌	正洁	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602156	1	凌	珠美	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602157	1	凌	芝璟	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602158	1	凌	芝鸿	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602159	1	凌	倩呈	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602160	1	凌	美薇	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602161	1	凌	雯可	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602162	1	凌	妍怡	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602163	1	凌	薇家	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602164	1	凌	诗芝	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602165	1	凌	柔娅	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602166	1	凌	璐雪	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602167	1	凌	芸心	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602168	1	凌	云珊	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
680602169	1	凌	诗凌	天剑山庄弟子	2	16	1	3	0	Item_WhiteCloth	1	680602002	680602108	680602238												3	6	6	5	5	1	0	0	4
