ID	IsHide	LastName	FristName	Desc	Sex	Age	BodyType	Hair	Beard	ClothesStuff	BodyColor	BackStory1	BackStory2	BackStory3	Feature1	Feature2	Feature3	Experience1	Experience2	Experience3	Experience4	Relation1	Relation2	Relation3	Seed	Eyebrows	REye	LEye	Nose	Mouth	Ear	Yinji	Bahen	Shipin	IsCreat
ID	"是否隐藏 1 不参与随机但参与创建
 2 不参与随机也不参与创建"	姓	名	轮回者来源	性别(1男2女)	年龄	身体类型(1正常2壮3胖)	头发ID	胡须ID	衣服主材料	肤色(正常0白1黑2黄3)	背景故事1	背景故事2	背景故事3	附加特性1	附加特性2	附加特性3	经历1	经历2	经历3	经历4	关系1(ID|NAME)	关系2(ID|NAME)	关系3(ID|NAME)		眉毛ID	右眼ID	左眼ID	鼻子ID	嘴巴ID	耳朵ID	印记ID	疤痕ID	饰品ID	创建方式
680603037	1	风	桂冰	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603038	1	风	栀岚	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603039	1	风	菡华	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603040	1	风	洁沛	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603041	1	风	旭玲	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603042	1	风	萱明	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603043	1	风	梓菡	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603044	1	风	昕琪	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603045	1	风	岚云	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603046	1	风	帛婧	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603047	1	风	玲娅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603048	1	风	韵璇	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603049	1	风	娜琪	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603050	1	风	可花	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603051	1	寒	美旭	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603052	1	寒	娜珍	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603053	1	寒	茹玥	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603054	1	寒	芳娅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603055	1	寒	桐璇	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603056	1	寒	霞芳	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603057	1	寒	玲钰	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603058	1	寒	露诗	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603059	1	寒	琬琬	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603060	1	寒	琪彩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603061	1	寒	静帛	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603062	1	寒	琳桃	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603063	1	寒	钰优	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603064	1	寒	馨敏	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603065	1	寒	淑娅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603066	1	寒	娜芙	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603067	1	寒	明淑	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603068	1	寒	彬岚	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603069	1	寒	楠曼	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603070	1	寒	桃寒	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603071	1	寒	怡心	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603072	1	寒	雪彩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603073	1	寒	玉彩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603074	1	寒	馨淑	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603075	1	寒	婧璇	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603076	1	寒	芸梅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603077	1	寒	花怡	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603078	1	寒	莲春	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603079	1	寒	怡弦	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603080	1	寒	柔呈	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603081	1	寒	凌楠	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603082	1	寒	彤惠	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603083	1	寒	祥珍	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603084	1	寒	欣欢	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603085	1	寒	嘉钰	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603086	1	寒	冬涵	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603087	1	寒	梓韵	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603088	1	寒	怡嘉	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603089	1	寒	杉玥	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603090	1	寒	琬霞	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603091	1	寒	歆优	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603092	1	寒	碧瑶	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603093	1	寒	雯鹤	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603094	1	寒	敏琛	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603095	1	寒	梅玲	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603096	1	寒	蔚灵	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603097	1	寒	芙柔	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603098	1	寒	璇慧	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603099	1	寒	紫碧	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603100	1	寒	橘馨	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603101	1	沐	惠歆	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603102	1	沐	淑桃	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603103	1	沐	璐呈	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603104	1	沐	沛彩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603105	1	沐	美曦	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603106	1	沐	芸舒	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603107	1	沐	雪紫	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603108	1	沐	媛妮	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603109	1	沐	涵璇	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603110	1	沐	雅芙	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603111	1	沐	芳漫	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603112	1	沐	霞菲	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603113	1	沐	怡钰	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603114	1	沐	倩韵	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603115	1	沐	明萱	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603116	1	沐	漫香	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603117	1	沐	彦静	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603118	1	沐	菡凌	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603119	1	沐	帆琳	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603120	1	沐	明倩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603121	1	沐	歆美	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603122	1	沐	云函	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603123	1	沐	玉桂	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603124	1	沐	冰菲	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603125	1	沐	妮芳	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603126	1	沐	桂岚	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603127	1	沐	梅沛	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603128	1	沐	璇桐	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603129	1	沐	橘玥	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603130	1	沐	妮慧	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603131	1	沐	梦月	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603132	1	沐	芳敏	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603133	1	沐	采梅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603134	1	沐	凌格	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603135	1	沐	林静	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603136	1	沐	欢娜	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603137	1	沐	碧莲	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603138	1	沐	玥静	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603139	1	沐	雪弦	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603140	1	沐	采嘉	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603141	1	沐	茹冰	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603142	1	沐	芳曦	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603143	1	沐	蕾倩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603144	1	沐	怡优	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603145	1	沐	璐馨	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603146	1	沐	鑫丽	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603147	1	沐	锦妍	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603148	1	沐	碧雪	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603149	1	沐	雪淑	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603150	1	沐	花妍	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603151	1	雪	香彩	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603152	1	雪	涵桐	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603153	1	雪	旭娜	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603154	1	雪	晨欢	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603155	1	雪	菡欣	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603156	1	雪	岚优	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603157	1	雪	华娅	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603158	1	雪	梦妍	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603159	1	雪	昕橘	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603160	1	雪	倩霞	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603161	1	雪	冬梦	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603162	1	雪	可莉	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603163	1	雪	欢蓓	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603164	1	雪	薇初	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603165	1	雪	函函	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603166	1	雪	璐蔚	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603167	1	雪	优韵	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603168	1	雪	玉琬	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
680603169	1	雪	娜灵	冰云仙宫弟子	2	16	1	3	0	Item_WhiteCloth	1	680602003	680602105	680602239												3	6	6	5	5	1	0	0	2
