ID	IsHide	LastName	FristName	Desc	Sex	Age	BodyType	Hair	Beard	ClothesStuff	BodyColor	BackStory1	BackStory2	BackStory3	Feature1	Feature2	Feature3	Experience1	Experience2	Experience3	Experience4	Relation1	Relation2	Relation3	Seed	Eyebrows	REye	LEye	Nose	Mouth	Ear	Yinji	Bahen	Shipin	IsCreat
ID	"是否隐藏 1 不参与随机但参与创建
 2 不参与随机也不参与创建"	姓	名	轮回者来源	性别(1男2女)	年龄	身体类型(1正常2壮3胖)	头发ID	胡须ID	衣服主材料	肤色(正常0白1黑2黄3)	背景故事1	背景故事2	背景故事3	附加特性1	附加特性2	附加特性3	经历1	经历2	经历3	经历4	关系1(ID|NAME)	关系2(ID|NAME)	关系3(ID|NAME)		眉毛ID	右眼ID	左眼ID	鼻子ID	嘴巴ID	耳朵ID	印记ID	疤痕ID	饰品ID	创建方式
680601045	1	苍	升成	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601046	1	苍	伟轩	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601047	1	苍	尧逸	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601048	1	苍	钊成	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601049	1	苍	辞寅	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601050	1	苍	远邦	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601051	1	秦	勇颜	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601052	1	秦	梁乘	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601053	1	秦	晖勇	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601054	1	秦	祜寅	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601055	1	秦	荣晨	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601056	1	秦	栋钊	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601057	1	秦	韦坤	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601058	1	秦	枫逸	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601059	1	秦	盛天	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601060	1	秦	乘文	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601061	1	秦	林辞	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601062	1	秦	然林	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601063	1	秦	信博	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601064	1	秦	皓炳	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601065	1	秦	杰初	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601066	1	秦	柔震	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601067	1	秦	博翱	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601068	1	秦	阳涛	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601069	1	秦	鸿辰	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601070	1	秦	祥贤	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601071	1	秦	吉谛	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601072	1	秦	鑫奇	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601073	1	秦	子轩	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601074	1	秦	帆尧	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601075	1	秦	寅平	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601076	1	秦	沛良	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601077	1	秦	德晓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601078	1	秦	晓安	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601079	1	秦	柏祥	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601080	1	秦	邦琛	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601081	1	秦	禧凡	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601082	1	秦	权恒	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601083	1	秦	涛星	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601084	1	秦	天荣	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601085	1	秦	震铭	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601086	1	秦	祯梓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601087	1	秦	烁华	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601088	1	秦	帆桓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601089	1	秦	起平	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601090	1	秦	彬鹏	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601091	1	秦	皓强	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601092	1	秦	芃皓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601093	1	秦	震卓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601094	1	秦	晨烁	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601095	1	秦	畅桓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601096	1	秦	锦卓	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601097	1	秦	远加	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601098	1	秦	栋福	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601099	1	秦	升平	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601100	1	秦	柏成	苍风玄府弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602001	680602120	680602237												2	2	2	2	2	1	0	0	0
680601101	1	苍	花琬	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601102	1	苍	彤芸	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601103	1	苍	琬钰	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601104	1	苍	淑莲	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601105	1	苍	妮玲	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601106	1	苍	雅杉	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601107	1	苍	妍萱	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601108	1	苍	静梦	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601109	1	苍	栀琬	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601110	1	苍	月妍	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601111	1	苍	媛冰	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601112	1	苍	华碧	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601113	1	苍	冰玉	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601114	1	苍	蓓彦	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601115	1	苍	楠婧	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601116	1	苍	涵芳	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601117	1	苍	舒彩	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601118	1	苍	凡梦	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601119	1	苍	芝昭	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601120	1	苍	阳雪	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601121	1	苍	娜倩	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601122	1	苍	曼呈	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601123	1	苍	心舒	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601124	1	苍	雪钰	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601125	1	苍	莲薇	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601126	1	苍	昕梅	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601127	1	苍	琳碧	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601128	1	苍	敏紫	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601129	1	苍	梅歆	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601130	1	苍	淑桐	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601131	1	苍	玥岚	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601132	1	苍	彤嘉	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601133	1	苍	弦蔚	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601134	1	苍	薇怡	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601135	1	苍	初雅	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601136	1	苍	梅枫	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601137	1	苍	格云	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601138	1	苍	呈柔	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601139	1	苍	莲呈	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601140	1	苍	初璐	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601141	1	苍	韵惠	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601142	1	苍	柏娅	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601143	1	苍	花楠	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601144	1	苍	梦寒	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601145	1	苍	杉寒	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601146	1	苍	橘薇	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601147	1	苍	采菲	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601148	1	苍	雅婷	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601149	1	苍	灵枫	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601150	1	苍	茹紫	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601151	1	蓝	茹芝	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601152	1	蓝	呈妮	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601153	1	蓝	萱鸿	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601154	1	蓝	芳舒	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601155	1	蓝	紫桐	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601156	1	蓝	蕾彩	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601157	1	蓝	心梅	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601158	1	蓝	香菡	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601159	1	蓝	薇格	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601160	1	蓝	鑫韵	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601161	1	蓝	晨芸	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601162	1	蓝	馨芙	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601163	1	蓝	娜琪	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601164	1	蓝	桂璐	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601165	1	蓝	妮旭	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601166	1	蓝	洁杉	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601167	1	蓝	昕珊	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601168	1	蓝	芳怡	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
680601169	1	蓝	明美	苍风玄府弟子	2	16	1	3	0	Item_WhiteCloth	1	680602001	680602120	680602237												1	6	6	5	4	1	0	0	3
