ID	IsHide	LastName	FristName	Desc	Sex	Age	BodyType	Hair	Beard	ClothesStuff	BodyColor	BackStory1	BackStory2	BackStory3	Feature1	Feature2	Feature3	Experience1	Experience2	Experience3	Experience4	Relation1	Relation2	Relation3	Seed	Eyebrows	REye	LEye	Nose	Mouth	Ear	Yinji	Bahen	Shipin	IsCreat
ID	"是否隐藏 1 不参与随机但参与创建
 2 不参与随机也不参与创建"	姓	名	轮回者来源	性别(1男2女)	年龄	身体类型(1正常2壮3胖)	头发ID	胡须ID	衣服主材料	肤色(正常0白1黑2黄3)	背景故事1	背景故事2	背景故事3	附加特性1	附加特性2	附加特性3	经历1	经历2	经历3	经历4	关系1(ID|NAME)	关系2(ID|NAME)	关系3(ID|NAME)		眉毛ID	右眼ID	左眼ID	鼻子ID	嘴巴ID	耳朵ID	印记ID	疤痕ID	饰品ID	创建方式
680604018	1	凤	骏睿	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604019	1	凤	弘桓	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604020	1	凤	升林	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604021	1	凤	梁楷	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604022	1	凤	初嘉	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604023	1	凤	柏延	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604024	1	凤	嘉帆	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604025	1	凤	勇吉	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604026	1	凤	俊奇	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604027	1	凤	帝奇	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604028	1	凤	铭延	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604029	1	凤	禄帝	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604030	1	凤	文凡	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604031	1	凤	彬年	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604032	1	凤	锋韦	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604033	1	凤	福龙	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604034	1	凤	胤柏	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604035	1	凤	然杰	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604036	1	凤	奇福	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604037	1	凤	成日	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604038	1	凤	延桓	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604039	1	凤	禄德	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604040	1	凤	喆颜	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604041	1	凤	良侠	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604042	1	凤	畅浩	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604043	1	凤	逸佑	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604044	1	凤	槐子	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604045	1	凤	鹏柔	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604046	1	凤	辰晖	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604047	1	凤	福桓	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604048	1	凤	澄佳	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604049	1	凤	林振	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604050	1	凤	振斌	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604051	1	凤	槐骏	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604052	1	凤	成鹏	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604053	1	凤	文材	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604054	1	凤	荣锋	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604055	1	凤	侠信	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604056	1	凤	卓振	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604057	1	凤	平文	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604058	1	凤	振震	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604059	1	凤	林辰	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604060	1	凤	奇帆	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604061	1	凤	然铭	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604062	1	凤	佑信	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604063	1	凤	栋轩	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604064	1	凤	佳哲	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604065	1	凤	星杰	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604066	1	凤	起澄	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604067	1	凤	涛郁	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604068	1	凤	锐震	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604069	1	凤	禧福	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604070	1	凤	颜乘	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604071	1	凤	烁帝	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604072	1	凤	允运	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604073	1	凤	谛信	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604074	1	凤	铭欣	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604075	1	凤	凯韦	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604076	1	凤	海子	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604077	1	凤	日德	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604078	1	凤	振凯	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604079	1	凤	凯畅	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604080	1	凤	谷裕	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604081	1	凤	骏谷	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604082	1	凤	祯子	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604083	1	凤	俊荣	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604084	1	凤	谛然	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604085	1	凤	荣杞	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604086	1	凤	振芃	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604087	1	凤	乘锐	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604088	1	凤	峰芃	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604089	1	凤	信骏	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604090	1	凤	颜泽	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604091	1	凤	诚芃	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604092	1	凤	子寅	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604093	1	凤	皓升	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604094	1	凤	彬锋	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604095	1	凤	凯盛	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604096	1	凤	升邦	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604097	1	凤	涛哲	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604098	1	凤	杰龙	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604099	1	凤	禧权	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604100	1	凤	坤晓	凤凰神宗弟子	1	18	1	1	-1	Item_WhiteCloth	1	680602004	680602104	680602240												2	2	2	2	2	1	0	0	0
680604101	1	凤	菲欣	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604102	1	凤	珍欣	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604103	1	凤	梅昕	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604104	1	凤	花弦	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604105	1	凤	漫可	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604106	1	凤	倩芳	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604107	1	凤	栀婷	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604108	1	凤	梦蓓	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604109	1	凤	弦颖	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604110	1	凤	彤柔	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604111	1	凤	函琪	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604112	1	凤	钰楠	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604113	1	凤	昭倩	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604114	1	凤	菡芸	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604115	1	凤	凌菲	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604116	1	凤	嘉玥	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604117	1	凤	慧紫	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604118	1	凤	杉花	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604119	1	凤	沛漫	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604120	1	凤	花彬	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604121	1	凤	彬珍	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604122	1	凤	菡菲	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604123	1	凤	正芳	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604124	1	凤	洁瑶	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604125	1	凤	馨锦	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604126	1	凤	阳娅	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604127	1	凤	曦莉	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604128	1	凤	芸雅	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604129	1	凤	莲阳	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604130	1	凤	珠橘	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604131	1	凤	沛桂	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604132	1	凤	花蔚	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604133	1	凤	芝杉	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604134	1	凤	华洁	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604135	1	凤	岚桐	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604136	1	凤	月茜	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604137	1	凤	欢芳	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604138	1	凤	美雯	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604139	1	凤	丽璐	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604140	1	凤	欣雪	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604141	1	凤	格媛	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604142	1	凤	柔旭	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604143	1	凤	媛云	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604144	1	凤	昕莉	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604145	1	凤	俊露	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604146	1	凤	函雅	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604147	1	凤	凌依	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604148	1	凤	冰冰	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604149	1	凤	鸿珠	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604150	1	凤	鑫倩	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604151	1	凤	昕橘	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604152	1	凤	香云	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604153	1	凤	雯萱	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604154	1	凤	鹤梦	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604155	1	凤	琪玉	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604156	1	凤	韵帆	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604157	1	凤	梅玲	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604158	1	凤	弦彩	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604159	1	凤	萱芸	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604160	1	凤	彦芸	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604161	1	凤	格欣	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604162	1	凤	林雅	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604163	1	凤	春玥	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604164	1	凤	梦露	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604165	1	凤	娜碧	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604166	1	凤	鸿玲	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
680604167	1	凤	茹优	凤凰神宗弟子	2	16	1	3	0	Item_WhiteCloth	1	680602004	680602104	680602240												5	6	6	5	5	1	0	0	3
